,Age,Condition,Date,Drug,DrugId,EaseofUse,Effectiveness,Reviews,Satisfaction,Sex,Sides,UsefulCount,side_effect,effectiveness
1245,45-54,Post-Menopausal Osteoporosis Prevention,2009-01-28,fosamax,1273,2,1,"I took the first and last Fosamax 70 mg tablet yesterday for osteopedia.  I've been in treatment for over a year for chronic neck pain, which recently has been improving with physical therapy.  Today I woke from an uncomfortable sleep with deep pain in my neck and jaw, radiating to my shoulders, down one arm and now down my back.  I have a dull headache that is at the base of my skull and across the width of my head.  Thinking that this didn't feel like flu, I started researching the side effects of this drug.  Tomorrow I'm calling the doctor to inform him I'll take my chances versus going through this.  I'm appalled that this drug hasn't had more press.  I'm just hoping that 70mg gets out of my system quickly and with no long-standing adverse effects.",1,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",15,0.99983585,0.00625065
1246,65-74,Post-Menopausal Osteoporosis Prevention,2009-01-24,fosamax,1273,2,1,"I STARTING USING FOSAMAX 70 2005 AND STARTING JOIN PAIN AND MUSCLES A FEW MONTHS LATER. I STARTING HAVING PAIN IN MY HIPS LOWER BACK, KNEES, SOULDER. I WAS HAVING PROBLEMS LYING ON MY SIDE AT NIGHT AND COULD NOT TURN OVER IN BED WITHOUT EXTREME PAIN. I ALSO WAS HAVING PAIN IN THE LEFT JAW  AND IT WAS LOCKING UP ON ME. IT WOULD POP AS I WOULD EAT OR OPEN TO YAWN. ALL MY MEDICAL DRS PASSED IT OFF AS OLD AGE AS I WAS 62. I SAM MY DENTIST FOR MY REGULARE CHECK UP AND WE TALKED ABOUT MY JAW AND THE PAIN JAW LOCKING. HE SHOWED ME THE REVIEWS ON FOSAMAX (ALENDRONATE SODUIM/CHOLECALCIFEROL, IBANDRONATE SODIUM).HE ADVISED ME TO STOP TAKING THE FOSAMAX DUE TO THE REPORTED SIDE EFFECTS. I STOPED TAKING FOSAMAX IN 2007 AND IT HAS TAKEN ME TO THIS (JAN 2009) DAY TO GET RELIEVE FROM THE PAIN IN MUSCLES AND LOWER BACK, HIPS,SHOULDERS AND KNEES. I STILL HAVE A PROBLEM TURNING OVER AT NIGHT AND TRYING TO DO MY NORMAL HOUSE CLEANING. I TAKE ALIVE AND SOMA IF THE PAIN IS TOO MUCH. MY JAW IS NOT MUCH BETTER. I FIND IT HARD TO BELIEVE THAT THE FDA HAS NOT DONE MORE TO EDUCATE DRS AND THE PUBLIC ON THE SIDE EFFECTS. I HAVE ALWAYS TAKEN CALCUIM AND VITAMIN D AND WILL CONTINUE BUT I WILL NOT TAKE FOSAMAX OR ANY THESE TYPES AND MEDS AGAIN.  ",1,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",23,0.99650866,0.9992692
1247,65-74,Post-Menopausal Osteoporosis Prevention,2009-01-08,fosamax,1273,4,1,"My sister has been taking it for years and suddenly she been in hospital and her bones inside her inner part of hip area has given away I had been on it for about 3months then a Doctor Mercola told me in an email that long term makes your condition worse, so I dont take it any more",1,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",18,0.9998393,0.0029295136
1248,65-74,Post-Menopausal Osteoporosis Prevention,2008-12-11,fosamax,1273,5,3,The treatment has not been very effective.,3,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",5,0.7860172,0.26300403
1249,55-64,Post-Menopausal Osteoporosis Prevention,2008-10-26,fosamax,1273,5,1,My family doctor prescribed this medication after I had undergone bi-lateral knee replacement.  He felt that since I was appoaching 60 it would increase bone density.  After about six weeks I began having extreme pain in my hips and lower back and had to start using a cane again.  When I ask Dr. if the Fosamax could cause this pain he seemed surprised but agreed to let me stop the meds.  Within 2-3 weeks the pain ceased.,1,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",24,0.9996207,0.99854136
1250,45-54,Post-Menopausal Osteoporosis Prevention,2008-10-14,fosamax,1273,4,4,I currently have a loose tooth and sometimes joy pain and I am concerned that it may be related to use of the medication.,4,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",7,0.99813676,0.00068922323
1251,25-34,Osteoporosis caused by Glucocorticoid Drugs,2008-10-11,fosamax,1273,1,3,"I was diagnosed with end stage osteoporosis in my twenties after 8 spontaneous vertebreal fractures.  I have been on this drug 3.5 years.  I have had multiple digestive problems (bloating, gas, reflux), and debilitating joint pain.  I have so much hip pain I have trouble sleeping and I limp.  I find that once a week makes it very easy to forget to take, and as I like to start my day with breakfast and coffee, I find it inconvenient to take.  It is also difficult for me to stay completely upright trying to chase around my child.  I see my rheumatologist next month, and I am definately asking about different medicinal options!  My last bone density showed a slight improvement in the spine, and no improvement in the hips.  Take care, everyone!",1,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",26,0.99988616,0.4146306
1252,45-54,Post-Menopausal Osteoporosis Prevention,2008-02-11,fosamax,1273,3,3,I was on Fosamax Oral for approx 3 years.  I have been diagnosed with Osteopenia.  I have heard that this drug has an affect on the jaw.  I woke up one morning and I could not open my mouth.  I have stopped taking this drug.  It's been about 2 months but the side effects of my jaw still remain. My dentist says it's TMJ.  I've had two bone mineral density tests which only revealed that the condition has not gotten worse but not any better.  I am on calcium w/Vit D (1500mg) and take one daily.  I personally do not like taking this drug and if I have to double up my calcium and eat foods to help maintain my bone health then I will do that.  I would not recommend this drug to anyone.,2,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",47,0.9999113,0.12004556
1253,65-74,Osteoporosis in Men due to Deficient Function of Testis,2007-11-12,fosamax,1273,2,1,"Had to stop taking, had an effect on my jaw and joint, eventualy could not chew at all. After about 3-4 months I gradually regained the use of my jaw.",1,Male,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",52,0.99961686,0.9664111
1254, ,Post-Menopausal Osteoporosis Prevention,2007-09-30,fosamax,1273,1,1,"Please be aware of the unusual side effect of fosomax.  Having been on if for three years and having some dental work done - I developed osteonecrosis of the jaw.  Know one new about this serious side effect at the time 2003.  I have been seen by 12 doctors/dentists and they just put me off.  I finally had a consultation by a oral pathologist and he knew right away this was due to fosomax.  Now, 2007, I found a treatment but insurance  will not pay. I have no lower teeth and osteonecrosis because of this drug.  Be aware there is a law suit against this drug company as more and more women are showing up with these horrifying symptoms.  The drug should be taken off the market.AARP had an article in their news bulletin regarding this.  Some dentists will not do dental work on women who are on fosomax.  Some one out there ""wake up"".",1,Female,"Stomach pain ,  constipation ,  diarrhea , gas, or  nausea  may occur.",128,0.999366,0.0022715868
1255,45-54,Post-Menopausal Osteoporosis Prevention,2010-09-21,femhrt,94574,5,3,menopause,4,Female,"Stomach  upset,  nausea / vomiting ,  bloating ,  breast  tenderness,  headache , or  weight  changes may occur.",0,0.25110978,0.19443163
1256,55-64,Post-Menopausal Osteoporosis Prevention,2009-03-05,femhrt,94574,5,5,I started taking Femhrt after trying other hormone treatments which had unwanted side affects.  It elimiated my Menopausal symptions and seems to help keep me feeling good.  ,5,Female,"Stomach  upset,  nausea / vomiting ,  bloating ,  breast  tenderness,  headache , or  weight  changes may occur.",0,0.99937016,0.9993082
1257,55-64,Post-Menopausal Osteoporosis Prevention,2017-05-03,ibandronate sodium,92883,2,2,"I experienced hip, thigh and arm/shoulder pain and general achy and  tiredness 2-3 days after the first pill.  The second month I also experienced hip, thigh, arm/shoulder pain 2-3 days after the pill as well as indigestion.  I'm hoping I don't keep getting these side effects every month. It really is a nuisance for me who is otherwise healthy and active, even though they only last 3-4 days. ",2, ,"Stomach  upset,  diarrhea , pain in arms/legs, or mild  flu -like symptoms (such as  fatigue , muscle ache) may occur.",0,0.9998605,0.0025096973
1258,55-64,Post-Menopausal Osteoporosis Prevention,2016-07-11,ibandronate sodium,92883,2,2,"I took my first dose of this and next day felt as if I had the flu. Aches, pains in hips, was nauseas, bad stomach pain and unrelenting diarrhea for a week. First I just though it was the flu. This month I took it again on the 1st, same exact symptoms only worse, very intense pain and horrible diarrhea. I see the doc on Wednesday and I am telling him, no way at all, I will take my chances with bone loss. This is not worth it. It has been 10 days and not better.",1, ,"Stomach  upset,  diarrhea , pain in arms/legs, or mild  flu -like symptoms (such as  fatigue , muscle ache) may occur.",2,0.99984133,0.0018668479
1259,45-54,Post-Menopausal Osteoporosis Prevention,2010-05-07,junel,76189,5,5,this medication has helped with my discomforts of hot flashes.,5,Female,"Nausea ,  vomiting ,  headache ,  bloating ,  breast  tenderness, swelling of the  ankles /feet (fluid retention), or  weight  change may occur.",0,0.99617743,0.9935288
1260,45-54,Post-Menopausal Osteoporosis Prevention,2015-03-09,jinteli,155355,5,5,"Not only have my DEXA scans improved, but my headaches and insomnia are resolved. Recently, I missed a couple days, I did not sleep and migraine headaches returned.  Within a day of getting back on track I was sleeping and headache was gone.",5,Female,"Stomach  upset,  nausea / vomiting ,  bloating ,  breast  tenderness,  headache , or  weight  changes may occur.",1,0.9991867,0.9992955
1261,65-74,Post-Menopausal Osteoporosis Prevention,2012-11-09,jinteli,155355,5,2,"I was switched to this drug as it is supposed to be the generic equivalent of FEMHRT.  In my experience, it is not.  I have been taking it for 2 months and find I am back to hot flashes, sleepless nights, etc.  I plan to go back to FEMHRT as soon as possible.",2,Female,"Stomach  upset,  nausea / vomiting ,  bloating ,  breast  tenderness,  headache , or  weight  changes may occur.",0,0.99982625,0.99072415
1262,55-64,Post-Menopausal Osteoporosis Prevention,2012-04-01,jinteli,155355,1,1,I had a severe reaction to this generic brand causing pain in my legs with a severe inflammation of my skin.  I now have post inflammatory hyper pigmentation on my arms and thighs.  I would not recommend this generic brand to any woman.  I was on this drug for one year before it was discovered that this drug was causing the problem! ,1,Female,"Stomach  upset,  nausea / vomiting ,  bloating ,  breast  tenderness,  headache , or  weight  changes may occur.",0,0.9998317,0.0018298738
